LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default,RiskScore,RiskCategory
UIVZBBUKCV,59,65385,52438,484,18,1,9.36,48,0.68,PhD,Self-employed,Single,No,No,Other,No,0,61.4,Medium Risk
6FT0D7HF2K,40,28966,246508,679,78,3,16.98,60,0.37,Master's,Unemployed,Married,No,No,Other,No,1,61.04,Medium Risk
PVTV8EFL8R,32,95235,53819,350,92,4,14.89,24,0.64,Master's,Self-employed,Single,Yes,Yes,Education,No,0,62.77,Medium Risk
4T0JW9SZZ7,48,96033,54795,820,79,4,13.53,48,0.21,Master's,Self-employed,Married,Yes,No,Business,Yes,0,23.64,Low Risk
QT0B4UZI1K,26,83964,232689,462,107,4,6.83,24,0.4,PhD,Full-time,Divorced,Yes,Yes,Education,No,0,58.88,Medium Risk
Q0H984HGKQ,60,55013,18468,770,80,1,16.35,48,0.75,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0,46.42,Medium Risk
A9EM6PQES4,42,144792,32195,721,30,3,19.54,12,0.31,Master's,Unemployed,Single,No,No,Home,No,0,27.9,Low Risk
8FYA1V4XB4,42,88853,80827,630,13,3,20.96,12,0.28,Bachelor's,Part-time,Single,Yes,No,Home,No,0,45.91,Medium Risk
4OY5LM6XB6,66,106007,178163,473,64,1,8.7,48,0.8,Bachelor's,Full-time,Married,No,Yes,Other,Yes,0,64.68,Medium Risk
FCHGHDR361,38,39134,112363,437,51,4,14.43,36,0.34,Master's,Part-time,Single,Yes,No,Education,Yes,0,64.02,Medium Risk
L266KCFRXQ,26,132260,166848,829,66,1,11.13,24,0.83,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0,40.78,Medium Risk
0F720BNA2W,65,132970,208035,713,112,2,20.21,12,0.57,Bachelor's,Self-employed,Single,No,Yes,Education,No,0,45.36,Medium Risk
9377Y895V8,55,132553,154388,784,35,2,7.12,60,0.1,PhD,Full-time,Single,No,No,Other,Yes,0,22.53,Low Risk
ROKLL3PVFN,39,104837,97181,365,47,4,7.93,24,0.69,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0,63.34,Medium Risk
W83DWLD6GG,60,36127,106490,753,117,4,16.45,12,0.36,Master's,Full-time,Married,No,No,Business,No,0,44.12,Medium Risk
AUF7XLN0BE,40,16493,49083,476,53,3,6.27,12,0.37,PhD,Part-time,Divorced,Yes,No,Business,No,0,58.09,Medium Risk
99GNU4G500,66,73979,243028,770,98,1,3.34,24,0.45,PhD,Unemployed,Married,Yes,Yes,Home,No,0,43.24,Medium Risk
CCQWHO0LOX,21,100380,135271,764,50,1,7.85,60,0.42,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0,35.79,Low Risk
RJ084W4378,46,93413,227029,320,56,2,16.79,12,0.7,PhD,Part-time,Divorced,No,Yes,Education,Yes,0,80.29,High Risk
JRDPUBTJEP,32,93747,69403,598,79,3,14.96,36,0.41,Bachelor's,Part-time,Married,No,No,Business,Yes,0,43.98,Medium Risk
MNZ0RHJ1SE,18,89549,12130,730,102,1,24.53,12,0.12,Master's,Self-employed,Divorced,Yes,Yes,Education,No,0,28.82,Low Risk
QC5O9ZK560,47,121682,246435,431,5,3,4.9,12,0.77,PhD,Part-time,Divorced,Yes,No,Business,No,1,69.21,Medium Risk
KZAPFAADPG,46,124714,99401,707,39,3,5.55,36,0.36,Master's,Self-employed,Divorced,No,Yes,Other,No,0,30.73,Low Risk
61DO8DXE96,37,145477,97790,800,108,1,19.95,12,0.53,Master's,Self-employed,Married,No,Yes,Auto,Yes,0,30.04,Low Risk
OYR70LJLHP,50,135346,162688,818,118,4,12.45,36,0.47,Bachelor's,Full-time,Single,Yes,Yes,Other,Yes,0,29.3,Low Risk
6SBA48ZO1W,58,120301,159774,558,62,2,3.48,24,0.67,PhD,Unemployed,Single,Yes,No,Business,No,0,50.41,Medium Risk
E0MZHAPSW2,61,97125,156533,558,50,4,15.18,36,0.71,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes,0,60.94,Medium Risk
3CR1JP6S88,53,111003,213971,556,118,1,16.55,36,0.17,High School,Part-time,Married,No,Yes,Home,No,0,45.74,Medium Risk
5N6G53KE6V,39,92908,215597,449,12,2,21.89,36,0.74,PhD,Self-employed,Married,Yes,Yes,Auto,No,0,77.5,High Risk
Q2TQ4ENY2F,30,51285,29659,842,102,4,2.42,60,0.7,PhD,Full-time,Married,No,Yes,Other,Yes,0,34.72,Low Risk
7KIUCMEYJ0,24,148386,180504,382,20,1,13.18,48,0.66,High School,Full-time,Single,No,No,Other,Yes,0,63.75,Medium Risk
S8E7BMFRNE,25,71655,188616,319,101,4,12.58,36,0.43,PhD,Full-time,Single,Yes,Yes,Education,No,0,70.07,High Risk
O2NOYLH60M,45,51530,83694,773,47,2,8.12,36,0.52,High School,Full-time,Divorced,No,No,Business,Yes,1,42.57,Medium Risk
ZDENTVPWVD,62,146940,163396,561,49,2,12.16,60,0.45,Master's,Part-time,Single,No,Yes,Business,No,0,44.98,Medium Risk
QTIGMILPEG,60,73869,51526,586,97,1,13.44,48,0.64,PhD,Full-time,Single,No,No,Auto,No,1,51.3,Medium Risk
VCHUQ6EAC6,26,33165,124009,380,45,4,15.1,36,0.6,High School,Part-time,Single,No,No,Education,Yes,0,76.61,High Risk
A3OH51MFTM,42,102743,10989,673,11,4,24.0,12,0.89,PhD,Unemployed,Married,No,No,Home,Yes,1,54.45,Medium Risk
2550IZOPXS,33,61477,188345,795,99,2,14.81,36,0.19,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0,38.51,Low Risk
ZYCPC5TLTO,27,126604,197756,477,13,3,12.83,48,0.71,High School,Self-employed,Single,Yes,No,Education,Yes,1,64.27,Medium Risk
GO1BM4TTCC,28,113784,154613,511,108,1,14.21,48,0.62,Master's,Full-time,Single,No,Yes,Business,Yes,0,55.45,Medium Risk
767C8R3TDM,48,88334,10441,643,17,2,20.7,24,0.34,Master's,Full-time,Divorced,Yes,No,Home,Yes,0,41.92,Medium Risk
BPWQHU1U68,29,65716,234334,552,68,2,14.86,48,0.18,PhD,Unemployed,Married,No,No,Business,Yes,0,56.22,Medium Risk
RGCSHW1OCV,48,81579,95499,484,42,3,23.19,12,0.78,High School,Full-time,Divorced,No,No,Home,Yes,0,69.69,Medium Risk
K04O70NCGG,31,18975,176218,530,32,3,10.79,12,0.18,PhD,Unemployed,Married,Yes,Yes,Education,Yes,0,60.84,Medium Risk
664GYVS549,68,17809,249001,813,109,1,9.08,24,0.1,PhD,Self-employed,Single,Yes,No,Home,No,0,42.83,Medium Risk
3CEE7DYBG8,61,138907,185998,535,38,1,15.27,60,0.16,High School,Full-time,Single,No,Yes,Education,No,0,43.44,Medium Risk
WRUU6BT2PT,49,18916,9731,782,73,4,10.28,60,0.15,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0,32.3,Low Risk
CNPPR3ZHAC,67,146304,172918,519,53,3,7.2,48,0.75,Master's,Unemployed,Single,No,No,Home,Yes,0,53.71,Medium Risk
3LQPVKDI2C,34,46137,152803,367,72,2,5.7,48,0.86,High School,Part-time,Married,No,Yes,Education,No,0,78.57,High Risk
PIZHCYZOP2,52,86323,169274,480,18,1,22.77,24,0.76,High School,Full-time,Single,No,No,Other,Yes,0,74.36,High Risk
B8QRGJQ1Y9,18,130275,17274,317,116,3,10.6,60,0.66,Master's,Self-employed,Married,No,Yes,Business,Yes,0,54.2,Medium Risk
RV0TNDT6X4,46,109865,231179,673,12,1,10.69,12,0.44,High School,Part-time,Married,No,Yes,Other,No,0,49.47,Medium Risk
ZX1YN8EAMD,68,95645,81222,301,80,1,8.73,36,0.57,High School,Self-employed,Divorced,Yes,Yes,Other,Yes,0,63.17,Medium Risk
RQCF9UJ8Q1,21,98639,10815,634,42,3,20.1,48,0.82,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes,0,52.29,Medium Risk
ZLW1KKZB05,40,112982,56773,585,59,4,11.47,24,0.87,Master's,Full-time,Divorced,No,Yes,Education,Yes,0,52.45,Medium Risk
2JVCXP7AWL,45,71386,19722,640,103,2,24.85,36,0.88,PhD,Unemployed,Divorced,Yes,No,Auto,Yes,0,57.92,Medium Risk
P2SZZQY2HV,33,126570,99649,700,55,3,10.83,24,0.75,PhD,Part-time,Divorced,No,Yes,Home,No,0,43.04,Medium Risk
80GH3GYYX9,29,112898,247972,364,60,4,23.29,36,0.26,Bachelor's,Unemployed,Single,Yes,Yes,Other,No,0,67.06,Medium Risk
E954YJX5YM,38,74432,177146,323,58,3,3.18,36,0.17,PhD,Self-employed,Single,Yes,Yes,Auto,No,0,59.23,Medium Risk
4UIJP1PNUB,62,87904,103762,786,87,1,5.37,60,0.44,High School,Part-time,Single,No,No,Other,No,0,32.13,Low Risk
M5BBQUYJ0M,34,118209,224477,390,31,2,12.07,24,0.68,High School,Unemployed,Divorced,Yes,No,Business,Yes,0,70.48,High Risk
HLI7JL42A1,57,136697,212725,372,84,2,5.61,12,0.52,Master's,Part-time,Divorced,Yes,No,Auto,No,0,58.15,Medium Risk
EPL7BEG65H,30,116648,162645,692,44,3,23.06,12,0.74,Master's,Full-time,Divorced,Yes,Yes,Auto,Yes,0,55.14,Medium Risk
W7XN6QCOEB,69,137820,145886,450,46,1,6.84,48,0.45,High School,Full-time,Married,No,Yes,Business,Yes,0,49.44,Medium Risk
PL8GOW08NJ,49,85694,217037,436,62,2,12.41,36,0.68,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,0,71.22,High Risk
UY1MJVEUZ5,54,82582,8294,771,56,2,17.75,12,0.29,Master's,Self-employed,Married,Yes,Yes,Education,Yes,0,30.73,Low Risk
I4C851OONM,67,40980,225652,784,73,2,14.34,36,0.65,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0,58.12,Medium Risk
1503WJN11U,32,63316,118463,734,18,2,5.77,36,0.36,PhD,Unemployed,Married,No,No,Business,Yes,0,41.19,Medium Risk
56BRZMX5DW,29,143631,197015,522,57,1,9.12,12,0.8,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes,0,57.59,Medium Risk
4X16VFH4YW,66,141167,85674,734,32,1,12.13,24,0.36,PhD,Part-time,Single,Yes,No,Other,Yes,0,29.02,Low Risk
2XB473W04V,32,52356,138743,475,1,2,9.78,12,0.53,Master's,Full-time,Married,Yes,No,Business,Yes,0,66.6,Medium Risk
P4J0OKD06Q,51,79518,34596,316,68,4,8.73,24,0.46,Master's,Full-time,Married,Yes,Yes,Education,Yes,0,59.39,Medium Risk
QMVKDYXJ15,23,137239,8950,523,71,4,19.1,60,0.6,Bachelor's,Part-time,Single,No,No,Business,No,1,44.87,Medium Risk
66B0ZGTBOM,34,40760,31869,759,48,1,14.44,48,0.82,Master's,Part-time,Married,Yes,No,Business,No,0,52.63,Medium Risk
GFXD309SZ8,65,27978,164033,802,87,1,6.59,48,0.8,Master's,Part-time,Married,No,No,Auto,No,0,54.86,Medium Risk
UDF70KH8SK,66,124117,40478,736,102,2,22.26,48,0.26,PhD,Self-employed,Divorced,Yes,Yes,Business,Yes,0,27.53,Low Risk
ZEUMXDQM34,37,130758,180471,760,35,3,15.85,24,0.84,Bachelor's,Self-employed,Single,Yes,Yes,Auto,Yes,0,49.81,Medium Risk
7EGWLX7FKK,26,124529,22198,425,38,4,16.02,12,0.84,Master's,Self-employed,Married,Yes,Yes,Home,Yes,0,59.97,Medium Risk
7FM44F52I7,22,146334,68363,620,74,2,20.51,12,0.86,High School,Part-time,Single,Yes,Yes,Education,No,0,49.13,Medium Risk
ISEH3X36J6,40,93035,29884,739,109,4,23.06,36,0.81,High School,Full-time,Single,Yes,No,Education,No,1,46.38,Medium Risk
HL0I4DUSZ6,50,123281,81377,795,84,3,15.97,12,0.39,High School,Unemployed,Single,No,No,Other,No,1,28.25,Low Risk
X324QK4QNL,55,91290,196247,347,7,2,3.17,48,0.16,High School,Part-time,Married,No,Yes,Business,No,0,58.43,Medium Risk
V922TWN7B8,31,66065,166395,612,64,4,22.45,12,0.41,Master's,Full-time,Married,No,Yes,Other,No,0,58.07,Medium Risk
LMFNU1VWDC,34,55327,212719,689,40,3,11.97,12,0.11,PhD,Self-employed,Single,No,Yes,Education,No,0,46.48,Medium Risk
NCYATZ31RB,36,33993,132486,731,98,4,17.21,60,0.55,PhD,Self-employed,Married,Yes,No,Auto,No,1,53.75,Medium Risk
P653CDHTY2,50,17155,120740,366,81,2,16.18,36,0.69,High School,Unemployed,Married,Yes,No,Home,Yes,1,81.05,High Risk
57HUWSWRAA,18,124606,89869,835,79,4,22.75,36,0.44,Master's,Self-employed,Divorced,Yes,No,Education,No,0,30.98,Low Risk
YPNET2SWHR,30,118719,73054,655,75,1,2.05,48,0.41,PhD,Self-employed,Married,No,No,Other,No,0,31.08,Low Risk
R8206DG8YD,63,20095,139671,626,56,4,2.57,36,0.37,High School,Unemployed,Divorced,No,Yes,Other,No,0,52.83,Medium Risk
SZM94Z9TOI,44,24873,158384,556,94,3,24.64,60,0.85,Bachelor's,Self-employed,Single,No,No,Other,No,1,78.81,High Risk
8ALIC2VNCS,23,105531,90078,635,9,1,3.15,12,0.73,High School,Full-time,Divorced,Yes,No,Education,Yes,0,47.51,Medium Risk
0JF0Y19Y7P,23,142486,183896,579,67,3,22.7,24,0.52,PhD,Self-employed,Divorced,Yes,Yes,Home,No,1,51.95,Medium Risk
TEYIFODDVC,50,146290,212688,755,64,4,18.38,24,0.86,Bachelor's,Part-time,Single,No,No,Education,No,0,50.16,Medium Risk
DNDFKXZXHM,47,129159,192068,316,17,3,14.87,60,0.18,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,0,59.5,Medium Risk
TRW08OAGRU,63,82217,114749,520,9,2,4.6,12,0.16,Bachelor's,Part-time,Married,Yes,Yes,Home,No,0,44.98,Medium Risk
XRBVLR2K5R,52,142107,41196,716,91,1,2.87,48,0.83,Master's,Full-time,Single,No,No,Auto,No,0,32.62,Low Risk
ZZ26YSVZS0,40,98035,46830,453,3,2,16.1,12,0.27,Master's,Part-time,Divorced,No,No,Home,No,0,50.5,Medium Risk
AN9P04YDPG,27,64234,26299,694,81,2,16.43,12,0.33,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0,38.66,Low Risk
LZ56FALNBY,68,23379,124453,685,24,4,2.63,36,0.13,High School,Part-time,Married,No,No,Business,Yes,0,42.9,Medium Risk
X6T5Y6HVCK,36,15805,68442,393,81,1,5.8,12,0.12,Bachelor's,Self-employed,Married,Yes,No,Other,Yes,0,56.16,Medium Risk
NS462FO8JD,68,142656,41292,819,10,3,17.89,48,0.81,PhD,Full-time,Divorced,No,Yes,Education,Yes,0,36.62,Low Risk
UX0A5L88V1,45,113391,119205,408,63,1,2.68,36,0.14,High School,Self-employed,Single,No,Yes,Other,No,0,43.02,Medium Risk
J1UISFD7BC,40,96934,195799,668,10,1,23.22,36,0.13,High School,Part-time,Single,No,No,Home,No,0,47.12,Medium Risk
6KRKQAD875,21,41120,80983,510,24,4,12.05,24,0.87,High School,Part-time,Married,No,Yes,Education,No,1,71.67,High Risk
QQFIYCG9FU,37,103594,240809,349,22,3,21.16,24,0.64,High School,Part-time,Divorced,Yes,Yes,Home,Yes,0,79.84,High Risk
0T64EOCDBW,36,97622,202434,518,70,1,11.21,24,0.33,PhD,Self-employed,Single,No,No,Other,No,0,53.28,Medium Risk
9RF7IZ55NL,59,41666,74104,530,27,1,4.69,36,0.58,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0,58.64,Medium Risk
9UPMMOXX1J,44,74527,61746,811,101,3,2.53,12,0.68,High School,Unemployed,Single,No,No,Other,No,0,34.51,Low Risk
IZ2R7FO2M2,51,97983,93608,846,65,3,20.74,24,0.51,High School,Part-time,Divorced,No,Yes,Auto,No,0,36.38,Low Risk
QGBNNFG2HY,21,31875,124628,369,3,4,10.73,36,0.52,Master's,Part-time,Single,Yes,Yes,Other,No,0,75.21,High Risk
4YIIIBR138,55,89390,72059,666,63,2,17.16,36,0.14,Master's,Full-time,Single,No,Yes,Business,Yes,0,35.38,Low Risk
4Z5B749EHB,24,106527,63462,394,113,4,23.12,24,0.86,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0,67.82,Medium Risk
SKQORC0F4W,65,46576,157554,339,32,4,14.73,36,0.9,Bachelor's,Self-employed,Divorced,No,No,Other,No,0,87.53,High Risk
P8N7G6LYIB,24,33292,154902,764,75,1,17.71,36,0.64,Bachelor's,Part-time,Single,Yes,No,Auto,No,0,57.08,Medium Risk
MGBAOIJ1V9,67,51078,143541,599,45,4,20.45,60,0.16,PhD,Full-time,Divorced,No,No,Auto,No,0,52.94,Medium Risk
EBBT77ZYF0,69,53842,58124,628,42,2,15.99,36,0.64,PhD,Self-employed,Divorced,Yes,No,Education,No,0,56.11,Medium Risk
H28RKRYSIF,43,137420,116698,424,21,4,9.43,36,0.85,PhD,Self-employed,Divorced,No,No,Home,No,1,62.15,Medium Risk
OEUWVPZ9EW,43,26843,168046,758,94,4,21.04,36,0.44,Master's,Full-time,Single,Yes,No,Auto,No,0,54.66,Medium Risk
MV0T612ZKR,36,111651,12803,667,54,2,6.27,36,0.79,PhD,Self-employed,Single,Yes,Yes,Auto,No,0,40.64,Medium Risk
IJ2FKIN6AC,26,55009,22015,489,47,2,22.25,36,0.21,Master's,Full-time,Divorced,Yes,No,Education,No,1,52.87,Medium Risk
TQI1V0D1OW,37,87616,215235,726,25,3,11.82,48,0.15,High School,Unemployed,Single,Yes,Yes,Other,No,1,41.03,Medium Risk
13MU2F2ET0,59,96249,191348,467,110,1,13.81,12,0.78,Master's,Full-time,Divorced,Yes,Yes,Business,No,0,67.22,Medium Risk
8XWHJBAAGB,62,111401,67055,759,27,1,17.25,24,0.66,High School,Unemployed,Divorced,Yes,Yes,Education,No,0,41.7,Medium Risk
1CTBTKYR47,67,119007,91451,808,60,2,23.7,12,0.4,PhD,Full-time,Divorced,No,No,Other,No,0,33.78,Low Risk
4LOLJ1B682,33,55619,237625,534,2,2,23.89,12,0.78,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,No,1,82.34,High Risk
RAZ02TCUSA,34,100061,198625,379,105,1,8.05,48,0.12,Bachelor's,Self-employed,Single,No,No,Business,No,1,52.11,Medium Risk
1636QI0F2X,39,145449,29715,678,93,2,16.01,36,0.81,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,0,39.06,Low Risk
W4RCEWZ8K8,30,59877,227327,840,116,3,16.35,60,0.89,High School,Part-time,Single,No,No,Business,Yes,0,57.38,Medium Risk
WWVEPD2COG,29,98296,151338,330,81,4,10.95,36,0.66,PhD,Self-employed,Divorced,Yes,Yes,Business,No,0,69.05,Medium Risk
FVBR97A2KO,27,85094,179637,804,103,1,23.9,48,0.86,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0,55.65,Medium Risk
CUFH4KLYCK,18,73513,239874,387,10,1,5.51,12,0.62,PhD,Unemployed,Married,No,Yes,Education,Yes,0,75.04,High Risk
HJUVY9IEO5,49,147431,16816,662,76,2,18.2,60,0.7,High School,Self-employed,Married,Yes,No,Business,Yes,0,37.67,Low Risk
CDQNVEMJOC,47,132837,124107,830,65,2,4.69,24,0.78,Bachelor's,Part-time,Married,Yes,No,Other,No,0,33.54,Low Risk
WQY1I2LY6Q,25,84961,189698,645,94,1,19.89,12,0.19,Master's,Full-time,Single,Yes,No,Other,Yes,1,46.24,Medium Risk
U4YNWZG976,38,149431,128879,726,11,1,6.07,12,0.85,High School,Part-time,Married,Yes,Yes,Other,No,0,42.25,Medium Risk
R029NSOFHD,39,69466,165519,803,17,4,15.73,12,0.14,PhD,Unemployed,Divorced,No,No,Home,No,0,38.05,Low Risk
WKQ2XY8GVV,35,22610,227996,781,58,1,12.37,24,0.14,Master's,Unemployed,Married,Yes,Yes,Education,No,0,47.46,Medium Risk
HGIKF5CBA0,19,91446,58942,351,34,1,20.09,24,0.48,PhD,Part-time,Married,Yes,Yes,Business,No,1,64.4,Medium Risk
RBFGG6UNIP,65,148589,196718,330,105,1,7.77,60,0.48,Master's,Unemployed,Married,No,No,Auto,No,0,56.66,Medium Risk
G8NOBRVCJT,61,98703,183542,574,32,2,18.57,36,0.86,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,0,67.93,Medium Risk
J4NR8IHV9C,26,62649,26927,366,69,2,15.19,36,0.55,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0,64.01,Medium Risk
1W836WLAHA,20,47216,110004,688,49,2,4.53,48,0.12,High School,Full-time,Married,Yes,Yes,Home,Yes,0,37.48,Low Risk
L5OX8GG78B,43,70008,115954,671,104,2,20.22,12,0.55,Bachelor's,Unemployed,Married,Yes,Yes,Education,No,0,51.6,Medium Risk
5787B4I83G,38,30358,98342,420,67,2,20.06,48,0.7,Master's,Self-employed,Married,Yes,Yes,Auto,No,0,77.03,High Risk
066CPSIYBY,47,66177,94433,752,18,3,2.05,24,0.7,PhD,Full-time,Single,Yes,No,Home,Yes,0,45.48,Medium Risk
C5GF7PG7QY,45,24356,131506,787,98,2,16.85,24,0.47,High School,Part-time,Divorced,No,No,Auto,Yes,0,49.63,Medium Risk
TVC7GXF9CF,53,130070,131530,649,101,4,6.69,60,0.38,Master's,Self-employed,Married,No,Yes,Other,No,0,33.66,Low Risk
RMK3YPSO9L,43,118476,56363,548,82,4,9.7,12,0.82,PhD,Unemployed,Married,No,Yes,Education,Yes,0,50.52,Medium Risk
1RCO5ECQDG,51,144545,185063,430,89,3,14.38,60,0.82,Master's,Unemployed,Single,No,No,Other,No,0,63.59,Medium Risk
5PYBN6AIKO,25,17499,248650,389,15,3,14.54,36,0.23,PhD,Self-employed,Divorced,No,Yes,Business,No,1,77.93,High Risk
LVTOH723EU,27,98250,59009,550,101,1,3.89,48,0.49,High School,Self-employed,Single,No,No,Education,No,0,41.39,Medium Risk
1H276N9YPO,65,76603,206272,650,3,1,6.75,36,0.58,Bachelor's,Part-time,Married,No,No,Other,No,0,56.78,Medium Risk
V33ZEDIMCF,60,60018,165306,376,75,2,17.41,12,0.33,Master's,Part-time,Single,Yes,No,Education,No,0,67.79,Medium Risk
33FA3QNIY3,67,75218,71660,321,64,4,17.37,24,0.55,PhD,Part-time,Divorced,No,Yes,Education,Yes,0,68.82,Medium Risk
UNWPM1B874,31,106445,247377,749,16,1,13.93,48,0.89,PhD,Full-time,Married,No,No,Business,No,0,60.0,Medium Risk
X6F0V6MGA3,57,54827,163195,844,38,1,18.7,48,0.87,High School,Part-time,Married,Yes,No,Other,No,0,57.81,Medium Risk
GLLWW94TE0,32,88193,146523,684,106,4,15.32,60,0.75,PhD,Full-time,Divorced,Yes,Yes,Home,Yes,0,52.94,Medium Risk
Z4D072EZGQ,34,16447,170126,561,80,3,6.71,60,0.16,Master's,Unemployed,Single,Yes,No,Home,No,1,54.43,Medium Risk
4UNA7RHDH2,35,58255,21250,553,7,3,10.41,12,0.54,PhD,Unemployed,Divorced,Yes,Yes,Other,No,0,53.68,Medium Risk
DU9JYD8T3M,49,123096,133361,816,75,4,7.12,36,0.81,PhD,Part-time,Married,No,Yes,Business,Yes,0,37.99,Low Risk
ZHFT292KWR,55,118871,233041,328,60,2,17.91,48,0.18,High School,Self-employed,Single,No,No,Home,Yes,0,62.59,Medium Risk
HHIL6UAUTR,40,76663,12402,324,43,2,6.1,36,0.47,High School,Full-time,Single,No,No,Other,Yes,0,58.08,Medium Risk
CFKBGIM3MQ,63,24356,221825,590,99,3,15.4,24,0.53,PhD,Self-employed,Single,No,Yes,Home,Yes,0,67.97,Medium Risk
0WF8SU4CNF,40,88853,85820,545,106,4,9.65,48,0.72,Master's,Self-employed,Single,No,Yes,Auto,Yes,0,53.54,Medium Risk
ZUXLHX2XJN,52,104468,210560,784,34,3,20.35,48,0.44,PhD,Part-time,Divorced,Yes,No,Education,No,1,45.98,Medium Risk
0EFPXHAKEJ,56,90158,73248,654,15,2,13.93,24,0.46,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,0,45.26,Medium Risk
VEZDL1YWBI,32,75429,28694,793,53,2,24.16,36,0.39,PhD,Self-employed,Single,Yes,Yes,Other,No,0,37.72,Low Risk
CI4QAH7FXV,41,123110,238465,834,95,2,13.2,60,0.15,High School,Self-employed,Married,No,Yes,Business,Yes,0,28.09,Low Risk
VDJ06AOSR1,45,92741,67050,366,46,4,9.12,36,0.86,Bachelor's,Full-time,Single,Yes,No,Other,No,1,68.37,Medium Risk
W9MN8URHOE,33,69740,115080,535,118,4,23.92,48,0.84,PhD,Self-employed,Single,Yes,No,Education,No,0,68.4,Medium Risk
MSCDD10GZI,33,91953,46907,660,85,2,11.59,48,0.58,PhD,Full-time,Single,Yes,No,Other,No,0,41.87,Medium Risk
M8Q93IY96P,57,141147,136703,539,20,3,21.81,48,0.88,High School,Unemployed,Single,No,Yes,Other,No,0,62.75,Medium Risk
H8CGXCOWIA,56,118123,206832,443,90,2,12.72,36,0.13,PhD,Full-time,Divorced,No,Yes,Home,Yes,0,49.16,Medium Risk
4E8Q27W2F7,23,39328,136318,338,8,1,19.51,60,0.51,Master's,Part-time,Married,No,Yes,Education,Yes,1,80.21,High Risk
OI067O5B2U,19,121669,27906,718,77,4,4.03,36,0.13,PhD,Self-employed,Divorced,No,Yes,Home,No,0,17.3,Low Risk
6DI4FDFM9H,30,96227,12682,360,46,2,6.29,48,0.49,Master's,Full-time,Married,Yes,No,Education,Yes,0,53.38,Medium Risk
HCHJLPA1LB,61,103419,177569,308,27,4,11.19,24,0.31,Bachelor's,Full-time,Married,No,Yes,Education,Yes,0,64.41,Medium Risk
QOXKMR0LZ0,64,145252,164301,625,41,4,4.43,60,0.59,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0,42.07,Medium Risk
C3Q7PNZ36T,26,137383,204169,443,93,1,5.91,24,0.17,High School,Part-time,Married,No,Yes,Home,Yes,0,43.69,Medium Risk
F5S111YMS1,51,42428,54282,407,113,1,20.02,24,0.9,Master's,Self-employed,Single,Yes,Yes,Other,No,0,76.25,High Risk
GBH3VTMW0B,34,87345,137834,449,60,1,24.41,36,0.82,Bachelor's,Unemployed,Single,Yes,No,Home,No,0,74.43,High Risk
Q6LEXALIEQ,44,94522,38071,502,111,4,13.54,36,0.6,PhD,Unemployed,Divorced,No,Yes,Education,No,0,50.4,Medium Risk
SN073BI6AT,46,45620,97880,404,32,1,23.23,12,0.85,PhD,Part-time,Divorced,Yes,Yes,Business,No,0,82.58,High Risk
IUJ8X4AVSX,54,148887,87879,458,18,1,17.19,12,0.25,Master's,Self-employed,Single,Yes,No,Other,Yes,0,44.13,Medium Risk
4M6J4ZF2AC,60,116295,23324,524,108,4,24.71,24,0.42,High School,Self-employed,Single,Yes,Yes,Auto,Yes,0,45.21,Medium Risk
WACDGI1A2J,39,123498,240643,574,26,3,5.98,24,0.57,Master's,Unemployed,Divorced,Yes,Yes,Home,Yes,0,54.38,Medium Risk
BCSKDVM0X2,68,110406,108217,507,97,3,5.9,48,0.8,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0,54.62,Medium Risk
HPG4F9IZH7,41,38643,7573,485,33,3,19.56,36,0.15,PhD,Self-employed,Single,Yes,Yes,Home,No,0,52.53,Medium Risk
AR35MD6TDJ,24,104432,217746,424,94,3,20.02,12,0.84,High School,Unemployed,Married,No,No,Other,Yes,0,75.39,High Risk
Z1V9BX9C8C,51,18797,221026,650,111,4,10.6,48,0.85,Bachelor's,Unemployed,Single,No,Yes,Business,No,0,71.08,High Risk
